Date;Open;High;Low;Close;Adj Close;Volume
4/5/2020;49.820.000;52.610.001;49.730.000;52.560.001;52.560.001;62590600
5/5/2020;53.430.000;53.509.998;51.290.001;52.189.999;52.189.999;56560500
6/5/2020;52.419.998;53.310.001;51.880.001;52.160.000;52.160.000;48138100
7/5/2020;52.930.000;52.970.001;51.619.999;51.950.001;51.950.001;48956600
8/5/2020;52.150.002;53.270.000;51.810.001;53.189.999;53.189.999;40774200
11/5/2020;52.900.002;55.889.999;52.750.000;55.740.002;55.740.002;68574000
12/5/2020;56.209.999;56.580.002;53.750.000;53.759.998;53.759.998;55631100
13/5/2020;54.040.001;55.220.001;51.299.999;52.180.000;52.180.000;76824700
14/5/2020;52.099.998;54.540.001;51.610.001;54.509.998;54.509.998;73814000
15/5/2020;53.320.000;54.439.999;52.860.001;54.200.001;54.200.001;66950900
18/5/2020;54.980.000;55.250.000;54.240.002;54.590.000;54.590.000;48679100
19/5/2020;54.389.999;56.730.000;54.360.001;55.470.001;55.470.001;60388500
20/5/2020;56.549.999;56.980.000;55.630.001;56.389.999;56.389.999;50888200
21/5/2020;56.680.000;56.720.001;54.610.001;54.650.002;54.650.002;48496100
22/5/2020;54.770.000;55.369.999;53.779.999;55.169.998;55.169.998;43524100
26/5/2020;56.009.998;56.080.002;53.020.000;53.189.999;53.189.999;51618900
27/5/2020;53.270.000;53.279.999;49.090.000;52.740.002;52.740.002;102414500
28/5/2020;52.250.000;53.540.001;51.250.000;51.740.002;51.740.002;53670200
29/5/2020;52.070.000;53.799.999;51.849.998;53.799.999;53.799.999;64948300
1/6/2020;53.310.001;54.110.001;52.889.999;53.630.001;53.630.001;36864400
2/6/2020;53.450.001;53.570.000;52.009.998;53.540.001;53.540.001;42855200
3/6/2020;53.599.998;53.650.002;52.330.002;52.730.000;52.730.000;46765300
4/6/2020;52.590.000;53.740.002;52.200.001;52.630.001;52.630.001;44869100
5/6/2020;52.990.002;53.570.000;52.080.002;53.099.998;53.099.998;53908300
8/6/2020;53.299.999;53.349.998;52.259.998;52.970.001;52.970.001;39681700
9/6/2020;52.950.001;56.459.999;52.720.001;56.389.999;56.389.999;79919100
10/6/2020;57.200.001;59.000.000;57.029.999;57.439.999;57.439.999;78719400
11/6/2020;55.939.999;56.680.000;52.799.999;52.830.002;52.830.002;78715400
12/6/2020;55.009.998;55.599.998;52.110.001;53.500.000;53.500.000;71096500
15/6/2020;52.580.002;54.730.000;52.410.000;54.680.000;54.680.000;56740700
16/6/2020;55.720.001;56.070.000;53.590.000;54.459.999;54.459.999;50949700
17/6/2020;54.790.001;55.820.000;54.299.999;54.549.999;54.549.999;45008100
18/6/2020;54.619.999;55.119.999;53.650.002;54.040.001;54.040.001;40354700
19/6/2020;54.410.000;55.459.999;53.820.000;54.230.000;54.230.000;52801500
22/6/2020;54.669.998;55.169.998;53.740.002;54.759.998;54.759.998;44704800
23/6/2020;55.049.999;55.369.999;53.869.999;53.990.002;53.990.002;48089000
24/6/2020;53.939.999;54.740.002;51.919.998;52.389.999;52.389.999;53535500
25/6/2020;52.560.001;52.700.001;50.540.001;51.930.000;51.930.000;51129600
26/6/2020;51.849.998;51.950.001;49.450.001;50.099.998;50.099.998;65485700
29/6/2020;50.150.002;50.279.999;48.419.998;50.279.999;50.279.999;49905800
30/6/2020;51.160.000;52.770.000;50.820.000;52.610.001;52.610.001;42275700
1/7/2020;52.630.001;52.869.999;51.599.998;52.580.002;52.580.002;32370900
2/7/2020;53.029.999;53.189.999;52.049.999;52.340.000;52.340.000;29081400
6/7/2020;52.900.002;53.520.000;52.330.002;53.400.002;53.400.002;36769400
7/7/2020;53.279.999;54.169.998;52.860.001;52.930.000;52.930.000;32153100
8/7/2020;53.009.998;53.470.001;52.070.000;53.430.000;53.430.000;35608300
9/7/2020;53.520.000;57.580.002;53.310.001;57.259.998;57.259.998;87216300
10/7/2020;57.540.001;58.150.002;55.509.998;55.880.001;55.880.001;59839700
13/7/2020;56.680.000;58.349.998;53.380.001;53.590.000;53.590.000;57741800
14/7/2020;53.299.999;54.860.001;52.259.998;54.720.001;54.720.001;54890100
15/7/2020;54.959.999;55.369.999;53.590.000;55.340.000;55.340.000;42360300
16/7/2020;54.680.000;55.150.002;53.740.002;54.919.998;54.919.998;36887100
17/7/2020;55.310.001;55.810.001;54.680.000;55.040.001;55.040.001;34710400
20/7/2020;55.230.000;57.529.999;54.830.002;57.459.999;57.459.999;45034300
21/7/2020;57.810.001;58.500.000;56.320.000;57.000.000;57.000.000;44800700
22/7/2020;57.070.000;62.000.000;56.970.001;61.790.001;61.790.001;135159400
23/7/2020;61.630.001;62.330.002;58.630.001;59.570.000;59.570.000;106829100
24/7/2020;64.180.000;69.940.002;64.050.003;69.400.002;69.400.002;205314500
27/7/2020;69.279.999;71.629.997;67.790.001;68.970.001;68.970.001;107918100
28/7/2020;68.099.998;69.800.003;67.019.997;67.610.001;67.610.001;94181400
29/7/2020;75.500.000;77.190.002;73.900.002;76.089.996;76.089.996;132969700
30/7/2020;75.370.003;78.959.999;75.070.000;78.199.997;78.199.997;80286900
31/7/2020;78.669.998;78.959.999;75.360.001;77.430.000;77.430.000;71699700
3/8/2020;78.190.002;78.500.000;77.059.998;77.669.998;77.669.998;42628800
4/8/2020;78.029.999;85.809.998;77.989.998;85.040.001;85.040.001;155676100
5/8/2020;84.959.999;86.320.000;83.320.000;85.309.998;85.309.998;65737300
6/8/2020;85.489.998;86.980.003;84.779.999;86.709.999;86.709.999;53961700
7/8/2020;86.669.998;87.290.001;82.669.998;84.849.998;84.849.998;66498000
10/8/2020;85.050.003;85.160.004;79.320.000;82.239.998;82.239.998;70536100
11/8/2020;80.709.999;80.709.999;76.099.998;76.879.997;76.879.997;77877700
12/8/2020;78.430.000;82.879.997;77.550.003;82.610.001;82.610.001;88607800
13/8/2020;82.879.997;84.019.997;81.540.001;81.839.996;81.839.996;57407400
14/8/2020;81.809.998;83.239.998;80.879.997;81.300.003;81.300.003;42389500
17/8/2020;82.089.996;83.059.998;81.550.003;82.419.998;82.419.998;31450200
18/8/2020;82.800.003;82.879.997;81.029.999;81.660.004;81.660.004;30970500
19/8/2020;81.779.999;81.849.998;80.449.997;81.089.996;81.089.996;37507400
20/8/2020;79.739.998;82.839.996;79.120.003;82.769.997;82.769.997;42948900
21/8/2020;83.290.001;84.410.004;82.230.003;83.809.998;83.809.998;48280300
24/8/2020;84.550.003;85.330.002;82.550.003;83.080.002;83.080.002;38036100
25/8/2020;83.360.001;86.620.003;82.349.998;86.349.998;86.349.998;49234400
26/8/2020;86.970.001;87.720.001;85.199.997;86.019.997;86.019.997;47157300
27/8/2020;86.349.998;86.580.002;82.940.002;83.800.003;83.800.003;42194200
28/8/2020;84.300.003;86.040.001;84.190.002;85.550.003;85.550.003;40723300
31/8/2020;85.050.003;92.639.999;85.050.003;90.820.000;90.820.000;90655900
1/9/2020;91.919.998;92.510.002;90.190.002;92.180.000;92.180.000;56117100
2/9/2020;94.010.002;94.279.999;88.739.998;90.220.001;90.220.001;50366900
3/9/2020;87.839.996;88.470.001;81.589.996;82.540.001;82.540.001;87462700
4/9/2020;81.449.997;84.389.999;76.330.002;82.010.002;82.010.002;82267800
8/9/2020;78.050.003;81.879.997;78.000.000;78.690.002;78.690.002;54955700
9/9/2020;81.400.002;82.440.002;79.279.999;81.910.004;81.910.004;54163900
10/9/2020;83.070.000;83.309.998;78.379.997;78.980.003;78.980.003;51499400
11/9/2020;79.820.000;79.989.998;75.040.001;76.339.996;76.339.996;54763000
14/9/2020;76.800.003;78.820.000;76.260.002;77.900.002;77.900.002;47448700
15/9/2020;77.660.004;80.330.002;75.970.001;78.930.000;78.930.000;57874400
16/9/2020;79.349.998;79.720.001;76.540.001;76.660.004;76.660.004;38393500
17/9/2020;74.879.997;76.629.997;74.199.997;76.550.003;76.550.003;55619100
18/9/2020;77.000.000;77.400.002;73.849.998;74.930.000;74.930.000;51082900
21/9/2020;74.230.003;77.980.003;73.879.997;77.940.002;77.940.002;61312000
22/9/2020;78.360.001;78.790.001;75.269.997;77.699.997;77.699.997;56044700
23/9/2020;77.389.999;77.910.004;74.339.996;74.730.003;74.730.003;42327500
24/9/2020;74.540.001;77.250.000;73.900.002;75.820.000;75.820.000;57540900
25/9/2020;76.349.998;78.199.997;74.669.998;78.059.998;78.059.998;48206200
28/9/2020;79.120.003;79.570.000;77.519.997;79.480.003;79.480.003;48005500
29/9/2020;79.300.003;82.550.003;79.300.003;81.769.997;81.769.997;61568900
30/9/2020;81.750.000;82.940.002;80.660.004;81.989.998;81.989.998;51479700
1/10/2020;83.059.998;85.250.000;82.860.001;84.860.001;84.860.001;52177100
2/10/2020;82.580.002;84.650.002;81.660.004;81.800.003;81.800.003;52855100
5/10/2020;82.550.003;86.279.999;82.550.003;86.150.002;86.150.002;47056500
6/10/2020;86.209.999;87.250.000;83.540.001;84.480.003;84.480.003;52725400
7/10/2020;86.099.998;87.790.001;85.650.002;86.690.002;86.690.002;43045700
8/10/2020;88.110.001;88.720.001;85.949.997;86.510.002;86.510.002;54240700
9/10/2020;84.739.998;85.750.000;82.349.998;83.099.998;83.099.998;80354400
12/10/2020;83.650.002;85.129.997;83.120.003;84.290.001;84.290.001;47669700
13/10/2020;84.860.001;86.089.996;83.970.001;85.279.999;85.279.999;42764100
14/10/2020;85.860.001;85.959.999;83.459.999;84.209.999;84.209.999;40446700
15/10/2020;83.400.002;84.720.001;82.419.998;83.129.997;83.129.997;33696400
16/10/2020;83.540.001;83.989.998;82.410.004;83.169.998;83.169.998;31474300
19/10/2020;83.620.003;84.650.002;81.529.999;82.000.000;82.000.000;36689100
20/10/2020;82.160.004;82.690.002;80.580.002;81.559.998;81.559.998;38219400
21/10/2020;81.720.001;81.930.000;79.190.002;79.199.997;79.199.997;36426400
22/10/2020;79.650.002;80.820.000;78.419.998;79.419.998;79.419.998;38006800
23/10/2020;80.930.000;81.989.998;79.330.002;81.959.999;81.959.999;46557700
26/10/2020;82.550.003;84.970.001;80.860.001;82.230.003;82.230.003;69423700
27/10/2020;82.000.000;82.370.003;77.570.000;78.879.997;78.879.997;156669500
28/10/2020;78.730.003;78.959.999;75.760.002;76.400.002;76.400.002;76529900
29/10/2020;76.750.000;79.180.000;76.290.001;78.019.997;78.019.997;52784100
